regionSeg1,productSeg2,regionSeg2,productSeg3,yearweek,,qty_mean,ma,MA2
A01,PG02,SALESID0001,ITEM0150,201517,0,2.75,2.7944444444445367,2.75
A01,PG02,SALESID0001,ITEM0150,201518,0,1.3333333333333333,3.421111111111203,1.3333333333333333
A01,PG02,SALESID0001,ITEM0150,201519,0,2.3333333333333335,4.043333333333425,2.3333333333333335
A01,PG02,SALESID0001,ITEM0150,201520,0,1.6666666666666667,4.7500000000000915,1.6666666666666667
A01,PG02,SALESID0001,ITEM0150,201521,0,2.6,5.133333333333425,2.6
A01,PG02,SALESID0001,ITEM0150,201522,0,1.8,5.350000000000092,1.8
A01,PG02,SALESID0001,ITEM0150,201523,0,1.6,5.296666666666758,1.6
A01,PG02,SALESID0001,ITEM0150,201524,0,12.8,5.207777777777869,12.8
A01,PG02,SALESID0001,ITEM0150,201525,0,12.4,5.091111111111203,12.4
A01,PG02,SALESID0001,ITEM0150,201526,0,11.0,5.0688888888889805,11.0
A01,PG02,SALESID0001,ITEM0150,201527,0,12.0,4.980000000000092,12.0
A01,PG02,SALESID0001,ITEM0150,201528,0,7.75,4.935555555555648,7.75
A01,PG02,SALESID0001,ITEM0150,201529,0,5.75,4.828888888888981,5.75
A01,PG02,SALESID0001,ITEM0150,201531,0,1.0,4.7755555555556475,1.0
A01,PG02,SALESID0001,ITEM0150,201532,0,1.3333333333333333,4.852222222222315,1.3333333333333333
A01,PG02,SALESID0001,ITEM0150,201533,0,1.0,4.1855555555556485,1.0
A01,PG02,SALESID0001,ITEM0150,201608,0,1.0,3.5922222222223152,1.0
A01,PG02,SALESID0001,ITEM0150,201612,0,1.0,3.1255555555556485,1.0
A01,PG02,SALESID0001,ITEM0150,201614,0,1.0,2.978888888888982,1.0
A01,PG02,SALESID0001,ITEM0151,201536,0,1.0,2.7733333333334262,1.0
A01,PG02,SALESID0001,ITEM0151,201537,0,1.0,2.7233333333334264,1.0
A01,PG02,SALESID0001,ITEM0151,201538,0,2.75,5.1566666666667595,2.75
A01,PG02,SALESID0001,ITEM0151,201539,0,2.8,7.934444444444537,2.8
A01,PG02,SALESID0001,ITEM0151,201540,0,3.5,10.412222222222315,3.5
A01,PG02,SALESID0001,ITEM0151,201541,0,4.0,15.621746031746124,4.0
A01,PG02,SALESID0001,ITEM0151,201542,0,9.8,19.499523809523904,9.8
A01,PG02,SALESID0001,ITEM0151,201543,0,4.666666666666667,19.899523809523902,4.666666666666667
A01,PG02,SALESID0001,ITEM0151,201544,0,5.0,20.270952380952473,5.0
A01,PG02,SALESID0001,ITEM0151,201545,0,37.5,20.82650793650803,37.5
A01,PG02,SALESID0001,ITEM0151,201546,0,43.0,21.48761904761914,43.0
A01,PG02,SALESID0001,ITEM0151,201547,0,38.166666666666664,21.856507936508027,38.166666666666664
A01,PG02,SALESID0001,ITEM0151,201548,0,79.14285714285714,22.16761904761914,79.14285714285714
A01,PG02,SALESID0001,ITEM0151,201549,0,59.166666666666664,22.874285714285808,59.166666666666664
A01,PG02,SALESID0001,ITEM0151,201550,0,7.0,23.27650793650803,7.0
A01,PG02,SALESID0001,ITEM0151,201551,0,6.571428571428571,23.709841269841363,6.571428571428571
A01,PG02,SALESID0001,ITEM0151,201552,0,9.333333333333334,24.18761904761914,9.333333333333334
A01,PG02,SALESID0001,ITEM0151,201553,0,12.666666666666666,22.932063492063588,12.666666666666666
A01,PG02,SALESID0001,ITEM0151,201601,0,8.333333333333334,21.16539682539692,8.333333333333334
A01,PG02,SALESID0001,ITEM0151,201602,0,8.166666666666666,19.320952380952473,8.166666666666666
A01,PG02,SALESID0001,ITEM0151,201603,0,14.6,14.955873015873111,14.6
A01,PG02,SALESID0001,ITEM0151,201604,0,15.833333333333334,12.222539682539777,15.833333333333334
A01,PG02,SALESID0001,ITEM0151,201605,0,11.166666666666666,12.866984126984221,11.166666666666666
A01,PG02,SALESID0001,ITEM0151,201606,0,12.166666666666666,13.328888888888981,12.166666666666666
A01,PG02,SALESID0001,ITEM0151,201607,0,18.666666666666668,14.095555555555649,18.666666666666668
A01,PG02,SALESID0001,ITEM0151,201608,0,16.5,15.028888888888982,16.5
A01,PG02,SALESID0001,ITEM0151,201609,0,10.5,15.91777777777787,10.5
A01,PG02,SALESID0001,ITEM0151,201610,0,13.666666666666666,16.917777777777868,13.666666666666666
A01,PG02,SALESID0001,ITEM0151,201611,0,18.166666666666668,16.70000000000009,18.166666666666668
A01,PG02,SALESID0001,ITEM0151,201612,0,16.666666666666668,16.591111111111204,16.666666666666668
A01,PG02,SALESID0001,ITEM0151,201613,0,13.5,17.03555555555565,13.5
A01,PG02,SALESID0001,ITEM0151,201614,0,20.833333333333332,18.191111111111205,20.833333333333332
A01,PG02,SALESID0001,ITEM0151,201615,0,26.666666666666668,18.857777777777873,26.666666666666668
A01,PG02,SALESID0001,ITEM0151,201616,0,21.666666666666668,18.935555555555652,21.666666666666668
A01,PG02,SALESID0001,ITEM0151,201617,0,23.166666666666668,18.791111111111206,23.166666666666668
A01,PG02,SALESID0001,ITEM0151,201618,0,11.333333333333334,20.635555555555648,11.333333333333334
A01,PG02,SALESID0001,ITEM0151,201619,0,14.2,23.24666666666676,14.2
A01,PG02,SALESID0001,ITEM0151,201620,0,17.833333333333332,26.535555555555643,17.833333333333332
A01,PG02,SALESID0001,ITEM0151,201621,0,29.5,25.82222222222231,29.5
A01,PG02,SALESID0001,ITEM0151,201622,0,28.666666666666668,24.783333333333424,28.666666666666668
A01,PG02,SALESID0001,ITEM0151,201623,0,17.666666666666668,23.392222222222312,17.666666666666668
A01,PG02,SALESID0001,ITEM0151,201624,0,8.333333333333334,22.158888888888978,8.333333333333334
A01,PG02,SALESID0001,ITEM0151,201625,0,41.333333333333336,20.947777777777866,41.333333333333336
A01,PG02,SALESID0001,ITEM0151,201626,0,57.333333333333336,20.63666666666676,57.333333333333336
A01,PG02,SALESID0001,ITEM0151,201627,0,66.0,20.623333333333427,66.0
A01,PG02,SALESID0001,ITEM0152,201435,0,2.8,19.801111111111204,2.8
A01,PG02,SALESID0001,ITEM0152,201436,0,5.25,18.301111111111204,5.25
A01,PG02,SALESID0001,ITEM0152,201437,0,5.8,17.07888888888898,5.8
A01,PG02,SALESID0001,ITEM0152,201438,0,3.1666666666666665,16.401111111111202,3.1666666666666665
A01,PG02,SALESID0001,ITEM0152,201439,0,5.0,16.978888888888978,5.0
A01,PG02,SALESID0001,ITEM0152,201440,0,6.666666666666667,17.766190476190566,6.666666666666667
A01,PG02,SALESID0001,ITEM0152,201441,0,14.0,21.57730158730168,14.0
A01,PG02,SALESID0001,ITEM0152,201442,0,5.5,22.543968253968345,5.5
A01,PG02,SALESID0001,ITEM0152,201443,0,7.0,22.823968253968346,7.0
A01,PG02,SALESID0001,ITEM0152,201444,0,10.333333333333334,22.985079365079457,10.333333333333334
A01,PG02,SALESID0001,ITEM0152,201445,0,7.5,23.431746031746123,7.5
A01,PG02,SALESID0001,ITEM0152,201446,0,17.0,23.931746031746123,17.0
A01,PG02,SALESID0001,ITEM0152,201447,0,53.142857142857146,24.531746031746124,53.142857142857146
A01,PG02,SALESID0001,ITEM0152,201448,0,114.5,24.865079365079456,114.5
A01,PG02,SALESID0001,ITEM0152,201449,0,80.5,24.61746031746041,80.5
A01,PG02,SALESID0001,ITEM0152,201450,0,7.0,24.784126984127074,7.0
A01,PG02,SALESID0001,ITEM0152,201451,0,7.666666666666667,24.995238095238186,7.666666666666667
A01,PG02,SALESID0001,ITEM0152,201452,0,12.5,25.0063492063493,12.5
A01,PG02,SALESID0001,ITEM0152,201501,0,10.666666666666666,25.153968253968348,10.666666666666666
A01,PG02,SALESID0001,ITEM0152,201502,0,14.0,24.83174603174613,14.0
A01,PG02,SALESID0001,ITEM0152,201503,0,11.666666666666666,22.233333333333427,11.666666666666666
A01,PG02,SALESID0001,ITEM0152,201504,0,10.285714285714286,15.333333333333428,10.285714285714286
A01,PG02,SALESID0001,ITEM0152,201505,0,8.0,10.533333333333427,8.0
A01,PG02,SALESID0001,ITEM0152,201506,0,10.166666666666666,10.777777777777873,10.166666666666666
A01,PG02,SALESID0001,ITEM0152,201507,0,10.5,10.780952380952476,10.5
A01,PG02,SALESID0001,ITEM0152,201508,0,9.714285714285714,10.290476190476285,9.714285714285714
A01,PG02,SALESID0001,ITEM0152,201509,0,12.166666666666666,9.912698412698509,12.166666666666666
A01,PG02,SALESID0001,ITEM0152,201510,0,14.166666666666666,9.619365079365174,14.166666666666666
A01,PG02,SALESID0001,ITEM0152,201511,0,11.0,9.16380952380962,11.0
A01,PG02,SALESID0001,ITEM0152,201512,0,8.5,8.889206349206445,8.5
A01,PG02,SALESID0001,ITEM0152,201513,0,10.666666666666666,8.866984126984223,10.666666666666666
A01,PG02,SALESID0001,ITEM0152,201514,0,7.714285714285714,9.455873015873113,7.714285714285714
A01,PG02,SALESID0001,ITEM0152,201515,0,5.142857142857143,10.055873015873113,5.142857142857143
A01,PG02,SALESID0001,ITEM0152,201516,0,5.0,10.308253968254064,5.0
A01,PG02,SALESID0001,ITEM0152,201517,0,9.6,10.108253968254065,9.6
A01,PG02,SALESID0001,ITEM0152,201518,0,4.833333333333333,9.725714285714382,4.833333333333333
A01,PG02,SALESID0001,ITEM0152,201519,0,6.166666666666667,11.02571428571438,6.166666666666667
A01,PG02,SALESID0001,ITEM0152,201520,0,7.666666666666667,12.811428571428667,7.666666666666667
A01,PG02,SALESID0001,ITEM0152,201521,0,19.0,14.878095238095334,19.0
A01,PG02,SALESID0001,ITEM0152,201522,0,19.5,16.68603174603184,19.5
A01,PG02,SALESID0001,ITEM0152,201523,0,13.5,17.665396825396915,13.5
A01,PG02,SALESID0001,ITEM0152,201524,0,9.166666666666666,18.632063492063583,9.166666666666666
A01,PG02,SALESID0001,ITEM0152,201525,0,8.428571428571429,19.2142857142858,8.428571428571429
A01,PG02,SALESID0001,ITEM0152,201526,0,30.5,19.86984126984136,30.5
A01,PG02,SALESID0001,ITEM0152,201527,0,35.285714285714285,20.13650793650803,35.285714285714285
A01,PG02,SALESID0001,ITEM0152,201528,0,41.666666666666664,20.703174603174695,41.666666666666664
A01,PG02,SALESID0001,ITEM0152,201529,0,34.833333333333336,20.503174603174692,34.833333333333336
A01,PG02,SALESID0001,ITEM0152,201530,0,19.833333333333332,20.458730158730248,19.833333333333332
A01,PG02,SALESID0001,ITEM0152,201531,0,19.5,20.76984126984136,19.5
A01,PG02,SALESID0001,ITEM0152,201532,0,18.333333333333332,20.96984126984136,18.333333333333332
A01,PG02,SALESID0001,ITEM0152,201533,0,14.666666666666666,21.198412698412785,14.666666666666666
A01,PG02,SALESID0001,ITEM0152,201534,0,10.166666666666666,19.93174603174612,10.166666666666666
A01,PG02,SALESID0001,ITEM0152,201535,0,16.166666666666668,18.28412698412707,16.166666666666668
A01,PG02,SALESID0001,ITEM0152,201536,0,16.0,16.228571428571517,16.0
A01,PG02,SALESID0001,ITEM0152,201537,0,18.833333333333332,14.67301587301596,18.833333333333332
A01,PG02,SALESID0001,ITEM0152,201538,0,18.166666666666668,16.065079365079452,18.166666666666668
A01,PG02,SALESID0001,ITEM0152,201539,0,12.166666666666666,17.74285714285723,12.166666666666666
A01,PG02,SALESID0001,ITEM0152,201540,0,11.857142857142858,20.498412698412785,11.857142857142858
A01,PG02,SALESID0001,ITEM0152,201541,0,11.5,25.920634920635006,11.5
A01,PG02,SALESID0001,ITEM0152,201542,0,10.571428571428571,30.809523809523895,10.571428571428571
A01,PG02,SALESID0001,ITEM0152,201543,0,10.833333333333334,30.39841269841278,10.833333333333334
A01,PG02,SALESID0001,ITEM0152,201544,0,11.5,30.131746031746115,11.5
A01,PG02,SALESID0001,ITEM0152,201545,0,40.714285714285715,29.642857142857228,40.714285714285715
A01,PG02,SALESID0001,ITEM0152,201546,0,44.666666666666664,29.38730158730167,44.666666666666664
A01,PG02,SALESID0001,ITEM0152,201547,0,59.666666666666664,29.542857142857223,59.666666666666664
A01,PG02,SALESID0001,ITEM0152,201548,0,96.0,29.70793650793659,96.0
A01,PG02,SALESID0001,ITEM0152,201549,0,83.5,29.826984126984208,83.5
A01,PG02,SALESID0001,ITEM0152,201550,0,10.0,30.355555555555636,10.0
A01,PG02,SALESID0001,ITEM0152,201551,0,12.0,30.56666666666675,12.0
A01,PG02,SALESID0001,ITEM0152,201552,0,11.5,31.05555555555564,11.5
A01,PG02,SALESID0001,ITEM0152,201553,0,14.333333333333334,29.719047619047704,14.333333333333334
A01,PG02,SALESID0001,ITEM0152,201601,0,14.5,27.930158730158812,14.5
A01,PG02,SALESID0001,ITEM0152,201602,0,14.333333333333334,24.785714285714366,14.333333333333334
A01,PG02,SALESID0001,ITEM0152,201603,0,13.285714285714286,19.10000000000008,13.285714285714286
A01,PG02,SALESID0001,ITEM0152,201604,0,18.5,14.588888888888967,18.5
A01,PG02,SALESID0001,ITEM0152,201605,0,14.0,14.866666666666744,14.0
A01,PG02,SALESID0001,ITEM0152,201606,0,18.833333333333332,15.1222222222223,18.833333333333332
A01,PG02,SALESID0001,ITEM0152,201607,0,20.666666666666668,15.577777777777857,20.666666666666668
A01,PG02,SALESID0001,ITEM0152,201608,0,17.833333333333332,15.717460317460395,17.833333333333332
A01,PG02,SALESID0001,ITEM0152,201609,0,12.5,16.15079365079373,12.5
A01,PG02,SALESID0001,ITEM0152,201610,0,10.714285714285714,16.38412698412706,10.714285714285714
A01,PG02,SALESID0001,ITEM0152,201611,0,15.833333333333334,16.231746031746113,15.833333333333334
A01,PG02,SALESID0001,ITEM0152,201612,0,14.166666666666666,15.753968253968335,14.166666666666666
A01,PG02,SALESID0001,ITEM0152,201613,0,15.833333333333334,15.940634920635002,15.833333333333334
A01,PG02,SALESID0001,ITEM0152,201614,0,18.333333333333332,15.707301587301668,18.333333333333332
A01,PG02,SALESID0001,ITEM0152,201615,0,16.428571428571427,15.596190476190559,16.428571428571427
A01,PG02,SALESID0001,ITEM0152,201616,0,21.0,15.273968253968336,21.0
A01,PG02,SALESID0001,ITEM0152,201617,0,17.833333333333332,15.007301587301669,17.833333333333332
A01,PG02,SALESID0001,ITEM0152,201618,0,11.0,17.281904761904844,11.0
A01,PG02,SALESID0001,ITEM0152,201619,0,11.333333333333334,20.12634920634929,11.333333333333334
A01,PG02,SALESID0001,ITEM0152,201620,0,16.8,22.737460317460396,16.8
A01,PG02,SALESID0001,ITEM0152,201621,0,15.333333333333334,21.74857142857151,15.333333333333334
A01,PG02,SALESID0001,ITEM0152,201622,0,19.0,20.62634920634929,19.0
A01,PG02,SALESID0001,ITEM0152,201623,0,13.0,19.631111111111192,13.0
A01,PG02,SALESID0001,ITEM0152,201624,0,8.5,18.431111111111193,8.5
A01,PG02,SALESID0001,ITEM0152,201625,0,44.833333333333336,17.37555555555564,44.833333333333336
A01,PG02,SALESID0001,ITEM0152,201626,0,58.5,16.742222222222306,58.5
A01,PG02,SALESID0001,ITEM0152,201627,0,53.333333333333336,16.13666666666675,53.333333333333336
A01,PG02,SALESID0001,ITEM0153,201447,0,1.0,15.083333333333416,1.0
A01,PG02,SALESID0001,ITEM0153,201501,0,1.5,14.244444444444525,1.5
A01,PG02,SALESID0001,ITEM0153,201502,0,1.5,13.084444444444525,1.5
A01,PG02,SALESID0001,ITEM0153,201503,0,3.0,12.301111111111192,3.0
A01,PG02,SALESID0001,ITEM0153,201504,0,2.0,11.884444444444524,2.0
A01,PG02,SALESID0001,ITEM0153,201505,0,1.5,9.028888888888968,1.5
A01,PG02,SALESID0001,ITEM0153,201507,0,2.25,5.245555555555636,2.25
A01,PG02,SALESID0001,ITEM0153,201508,0,1.0,1.7900000000000797,1.0
A01,PG02,SALESID0001,ITEM0153,201509,0,2.75,1.8566666666667464,2.75
A01,PG02,SALESID0001,ITEM0153,201510,0,1.6,1.8677777777778575,1.6
A01,PG02,SALESID0001,ITEM0153,201511,0,1.25,1.9455555555556354,1.25
A01,PG02,SALESID0001,ITEM0153,201512,0,2.25,1.8955555555556354,2.25
A01,PG02,SALESID0001,ITEM0153,201513,0,2.0,1.8622222222223022,2.0
A01,PG02,SALESID0001,ITEM0153,201514,0,1.75,1.9088888888889686,1.75
A01,PG02,SALESID0001,ITEM0153,201515,0,1.5,1.892222222222302,1.5
A01,PG02,SALESID0001,ITEM0153,201516,0,2.0,1.9188888888889686,2.0
A01,PG02,SALESID0001,ITEM0153,201517,0,1.6666666666666667,2.291111111111191,1.6666666666666667
A01,PG02,SALESID0001,ITEM0153,201518,0,2.6666666666666665,3.0177777777778574,2.6666666666666665
A01,PG02,SALESID0001,ITEM0153,201519,0,2.25,3.9566666666667465,2.25
A01,PG02,SALESID0001,ITEM0153,201520,0,1.5,4.556666666666746,1.5
A01,PG02,SALESID0001,ITEM0153,201521,0,2.2,4.723333333333413,2.2
A01,PG02,SALESID0001,ITEM0153,201522,0,2.0,4.740000000000079,2.0
A01,PG02,SALESID0001,ITEM0153,201523,0,1.4,4.706666666666746,1.4
A01,PG02,SALESID0001,ITEM0153,201524,0,8.333333333333334,4.64000000000008,8.333333333333334
A01,PG02,SALESID0001,ITEM0153,201525,0,12.5,4.595555555555634,12.5
A01,PG02,SALESID0001,ITEM0153,201526,0,15.333333333333334,4.484444444444523,15.333333333333334
A01,PG02,SALESID0001,ITEM0153,201527,0,11.25,4.40111111111119,11.25
A01,PG02,SALESID0001,ITEM0153,201528,0,4.5,4.367777777777857,4.5
A01,PG02,SALESID0001,ITEM0153,201529,0,2.0,4.2877777777778565,2.0
A01,PG02,SALESID0001,ITEM0153,201530,0,1.0,4.221111111111189,1.0
A01,PG02,SALESID0001,ITEM0153,201531,0,1.0,4.216666666666745,1.0
A01,PG02,SALESID0001,ITEM0153,201533,0,1.0,3.727777777777855,1.0
A01,PG02,SALESID0001,ITEM0153,201537,0,1.0,2.983333333333411,1.0
A01,PG02,SALESID0001,ITEM0153,201549,0,1.0,2.0722222222222997,1.0
A01,PG02,SALESID0001,ITEM0153,201605,0,1.0,1.455555555555633,1.0
A01,PG02,SALESID0001,ITEM0154,201415,0,1.0,1.266666666666744,1.0
A01,PG02,SALESID0001,ITEM0154,201416,0,1.0,1.266666666666744,1.0
A01,PG02,SALESID0001,ITEM0154,201417,0,1.3333333333333333,1.3111111111111886,1.3333333333333333
A01,PG02,SALESID0001,ITEM0154,201418,0,1.0,1.3777777777778553,1.0
A01,PG02,SALESID0001,ITEM0154,201420,0,1.3333333333333333,1.4611111111111887,1.3333333333333333
A01,PG02,SALESID0001,ITEM0154,201421,0,1.6666666666666667,1.5544444444445218,1.6666666666666667
A01,PG02,SALESID0001,ITEM0154,201422,0,2.0,1.676666666666744,2.0
A01,PG02,SALESID0001,ITEM0154,201423,0,1.6666666666666667,1.9322222222222996,1.6666666666666667
A01,PG02,SALESID0001,ITEM0154,201424,0,2.0,2.287777777777855,2.0
A01,PG02,SALESID0001,ITEM0154,201425,0,1.6666666666666667,2.7100000000000777,1.6666666666666667
A01,PG02,SALESID0001,ITEM0154,201426,0,2.0,2.901111111111189,2.0
A01,PG02,SALESID0001,ITEM0154,201427,0,2.25,3.423333333333411,2.25
A01,PG02,SALESID0001,ITEM0154,201428,0,2.4,3.7077777777778556,2.4
A01,PG02,SALESID0001,ITEM0154,201429,0,2.8333333333333335,4.1522222222223,2.8333333333333335
A01,PG02,SALESID0001,ITEM0154,201430,0,4.833333333333333,4.330000000000078,4.833333333333333
A01,PG02,SALESID0001,ITEM0154,201431,0,6.333333333333333,4.463333333333411,6.333333333333333
A01,PG02,SALESID0001,ITEM0154,201432,0,7.333333333333333,4.585555555555633,7.333333333333333
A01,PG02,SALESID0001,ITEM0154,201433,0,4.2,4.818888888888966,4.2
A01,PG02,SALESID0001,ITEM0154,201434,0,8.833333333333334,5.230000000000078,8.833333333333334
A01,PG02,SALESID0001,ITEM0154,201435,0,5.6,5.653333333333411,5.6
A01,PG02,SALESID0001,ITEM0154,201436,0,8.333333333333334,5.737777777777855,8.333333333333334
A01,PG02,SALESID0001,ITEM0154,201437,0,4.666666666666667,5.748888888888967,4.666666666666667
A01,PG02,SALESID0001,ITEM0154,201438,0,3.6666666666666665,5.904444444444523,3.6666666666666665
A01,PG02,SALESID0001,ITEM0154,201439,0,3.8333333333333335,5.904444444444523,3.8333333333333335
A01,PG02,SALESID0001,ITEM0154,201440,0,5.166666666666667,5.782222222222301,5.166666666666667
A01,PG02,SALESID0001,ITEM0154,201441,0,8.166666666666666,6.1244444444445225,8.166666666666666
A01,PG02,SALESID0001,ITEM0154,201442,0,8.6,5.973650793650872,8.6
A01,PG02,SALESID0001,ITEM0154,201443,0,3.6666666666666665,5.91142857142865,3.6666666666666665
A01,PG02,SALESID0001,ITEM0154,201444,0,3.0,5.778095238095317,3.0
A01,PG02,SALESID0001,ITEM0154,201445,0,7.166666666666667,5.716984126984205,7.166666666666667
A01,PG02,SALESID0001,ITEM0154,201446,0,6.333333333333333,5.805873015873094,6.333333333333333
A01,PG02,SALESID0001,ITEM0154,201447,0,5.5,5.816984126984206,5.5
A01,PG02,SALESID0001,ITEM0154,201448,0,9.333333333333334,5.794761904761983,9.333333333333334
A01,PG02,SALESID0001,ITEM0154,201449,0,6.571428571428571,6.439206349206427,6.571428571428571
A01,PG02,SALESID0001,ITEM0154,201450,0,4.666666666666667,6.054761904761983,4.666666666666667
A01,PG02,SALESID0001,ITEM0154,201451,0,6.333333333333333,6.060317460317537,6.333333333333333
A01,PG02,SALESID0001,ITEM0154,201452,0,3.75,6.015873015873093,3.75
A01,PG02,SALESID0001,ITEM0154,201501,0,5.0,5.9158730158730926,5.0
A01,PG02,SALESID0001,ITEM0154,201502,0,4.0,5.693650793650871,4.0
A01,PG02,SALESID0001,ITEM0154,201503,0,4.833333333333333,5.593650793650871,4.833333333333333
A01,PG02,SALESID0001,ITEM0154,201504,0,17.833333333333332,5.204761904761982,17.833333333333332
A01,PG02,SALESID0001,ITEM0154,201505,0,2.8333333333333335,4.938095238095316,2.8333333333333335
A01,PG02,SALESID0001,ITEM0154,201506,0,3.75,4.9269841269842045,3.75
A01,PG02,SALESID0001,ITEM0154,201507,0,2.3333333333333335,4.7603174603175376,2.3333333333333335
A01,PG02,SALESID0001,ITEM0154,201508,0,5.666666666666667,4.765873015873093,5.666666666666667
A01,PG02,SALESID0001,ITEM0154,201509,0,3.0,4.854761904761982,3.0
A01,PG02,SALESID0001,ITEM0154,201510,0,4.0,4.978571428571505,4.0
A01,PG02,SALESID0001,ITEM0154,201511,0,3.5,4.978571428571505,3.5
A01,PG02,SALESID0001,ITEM0154,201512,0,2.5714285714285716,4.034126984127061,2.5714285714285716
A01,PG02,SALESID0001,ITEM0154,201513,0,4.5,4.1652380952381725,4.5
A01,PG02,SALESID0001,ITEM0154,201514,0,3.8333333333333335,4.28190476190484,3.8333333333333335
A01,PG02,SALESID0001,ITEM0154,201515,0,3.8333333333333335,4.4152380952381725,3.8333333333333335
A01,PG02,SALESID0001,ITEM0154,201516,0,6.333333333333333,4.323174603174681,6.333333333333333
A01,PG02,SALESID0001,ITEM0154,201517,0,5.857142857142857,4.434285714285792,5.857142857142857
A01,PG02,SALESID0001,ITEM0154,201518,0,4.833333333333333,4.3809523809524595,4.833333333333333
A01,PG02,SALESID0001,ITEM0154,201519,0,3.6666666666666665,4.436507936508014,3.6666666666666665
A01,PG02,SALESID0001,ITEM0154,201520,0,4.8,4.798412698412776,4.8
A01,PG02,SALESID0001,ITEM0154,201521,0,5.5,4.920634920634998,5.5
A01,PG02,SALESID0001,ITEM0154,201522,0,4.333333333333333,4.942857142857221,4.333333333333333
A01,PG02,SALESID0001,ITEM0154,201523,0,4.285714285714286,4.909523809523888,4.285714285714286
A01,PG02,SALESID0001,ITEM0154,201524,0,4.666666666666667,4.833968253968333,4.666666666666667
A01,PG02,SALESID0001,ITEM0154,201525,0,3.2,4.732380952381031,3.2
A01,PG02,SALESID0001,ITEM0154,201526,0,4.333333333333333,4.783492063492142,4.333333333333333
A01,PG02,SALESID0001,ITEM0154,201527,0,8.0,4.819047619047697,8.0
A01,PG02,SALESID0001,ITEM0154,201528,0,6.333333333333333,4.845714285714364,6.333333333333333
A01,PG02,SALESID0001,ITEM0154,201529,0,4.166666666666667,4.923492063492143,4.166666666666667
A01,PG02,SALESID0001,ITEM0154,201530,0,3.3333333333333335,5.047936507936587,3.3333333333333335
A01,PG02,SALESID0001,ITEM0154,201531,0,5.2,4.973333333333413,5.2
A01,PG02,SALESID0001,ITEM0154,201532,0,4.333333333333333,4.862222222222301,4.333333333333333
A01,PG02,SALESID0001,ITEM0154,201533,0,5.6,4.755555555555634,5.6
A01,PG02,SALESID0001,ITEM0154,201534,0,4.2,4.666666666666745,4.2
A01,PG02,SALESID0001,ITEM0154,201535,0,5.2,4.213333333333412,5.2
A01,PG02,SALESID0001,ITEM0154,201536,0,6.666666666666667,3.9577777777778564,6.666666666666667
A01,PG02,SALESID0001,ITEM0154,201537,0,6.2,3.768888888888968,6.2
A01,PG02,SALESID0001,ITEM0154,201538,0,3.1666666666666665,3.7466666666667456,3.1666666666666665
A01,PG02,SALESID0001,ITEM0154,201539,0,3.0,3.8000000000000784,3.0
A01,PG02,SALESID0001,ITEM0154,201540,0,1.6,3.7111111111111894,1.6
A01,PG02,SALESID0001,ITEM0154,201541,0,3.0,3.5211111111111895,3.0
A01,PG02,SALESID0001,ITEM0154,201542,0,1.2,3.4411111111111894,1.2
A01,PG02,SALESID0001,ITEM0154,201543,0,2.5,3.174444444444523,2.5
A01,PG02,SALESID0001,ITEM0154,201544,0,1.3333333333333333,2.8800000000000785,1.3333333333333333
A01,PG02,SALESID0001,ITEM0154,201545,0,3.0,2.5333333333334114,3.0
A01,PG02,SALESID0001,ITEM0154,201546,0,6.0,2.405555555555634,6.0
A01,PG02,SALESID0001,ITEM0154,201547,0,3.0,2.3222222222223006,3.0
A01,PG02,SALESID0001,ITEM0154,201548,0,2.75,2.3933333333334113,2.75
A01,PG02,SALESID0001,ITEM0154,201549,0,3.0,2.2766666666667446,3.0
A01,PG02,SALESID0001,ITEM0154,201550,0,1.2,2.430000000000078,1.2
A01,PG02,SALESID0001,ITEM0154,201551,0,2.25,2.463333333333411,2.25
A01,PG02,SALESID0001,ITEM0154,201552,0,1.0,2.5966666666667444,1.0
A01,PG02,SALESID0001,ITEM0154,201553,0,1.25,2.580000000000078,1.25
A01,PG02,SALESID0001,ITEM0154,201601,0,1.75,2.273333333333411,1.75
A01,PG02,SALESID0001,ITEM0154,201602,0,2.6666666666666665,2.184444444444522,2.6666666666666665
A01,PG02,SALESID0001,ITEM0154,201603,0,1.25,2.2233333333334113,1.25
A01,PG02,SALESID0001,ITEM0154,201604,0,3.5,2.134444444444522,3.5
A01,PG02,SALESID0001,ITEM0154,201605,0,3.0,2.2211111111111888,3.0
A01,PG02,SALESID0001,ITEM0154,201606,0,3.3333333333333335,2.1644444444445217,3.3333333333333335
A01,PG02,SALESID0001,ITEM0154,201607,0,2.75,2.2644444444445218,2.75
A01,PG02,SALESID0001,ITEM0154,201608,0,1.4,2.4255555555556327,1.4
A01,PG02,SALESID0001,ITEM0154,201609,0,1.6666666666666667,2.408888888888966,1.6666666666666667
A01,PG02,SALESID0001,ITEM0154,201610,0,3.3333333333333335,2.3311111111111886,3.3333333333333335
A01,PG02,SALESID0001,ITEM0154,201611,0,1.6666666666666667,2.5144444444445218,1.6666666666666667
A01,PG02,SALESID0001,ITEM0154,201612,0,2.5,2.3477777777778552,2.5
A01,PG02,SALESID0001,ITEM0154,201613,0,1.4,2.3144444444445216,1.4
A01,PG02,SALESID0001,ITEM0154,201614,0,2.5,2.2422222222222996,2.5
A01,PG02,SALESID0001,ITEM0154,201615,0,3.6666666666666665,2.208888888888966,3.6666666666666665
