,deposit,stock,label,PREDICT
1483,1550000000,80000000,diamond,diamond
1484,1460000000,44000000,normal,normal
1485,1200000000,55000000,normal,normal
1486,1910000000,38000000,diamond,diamond
1487,1480000000,77000000,diamond,diamond
1488,1780000000,63000000,diamond,diamond
1489,1230000000,79000000,diamond,diamond
1490,1340000000,52000000,normal,normal
1491,1670000000,51000000,diamond,diamond
1492,1270000000,43000000,normal,normal
1493,1320000000,64000000,normal,normal
1494,1310000000,41000000,normal,normal
1495,1320000000,56000000,normal,normal
1496,1730000000,44000000,diamond,diamond
1497,1660000000,35000000,diamond,diamond
1498,1390000000,75000000,diamond,diamond
1499,1880000000,72000000,vip,vip
1500,1590000000,48000000,diamond,diamond
1501,1440000000,65000000,diamond,diamond
1502,1450000000,74000000,diamond,diamond
1503,1450000000,50000000,normal,normal
1504,1580000000,75000000,diamond,diamond
1505,1310000000,76000000,diamond,diamond
1506,1220000000,47000000,normal,normal
1507,1720000000,43000000,diamond,diamond
1508,2000000000,59000000,vip,vip
1509,1720000000,77000000,diamond,diamond
1510,1860000000,45000000,diamond,diamond
1511,1660000000,74000000,diamond,diamond
1512,1530000000,60000000,diamond,diamond
1513,1540000000,69000000,diamond,diamond
1514,1340000000,52000000,normal,normal
1515,1300000000,66000000,normal,normal
1516,1680000000,37000000,diamond,diamond
1517,1690000000,76000000,diamond,diamond
1518,1930000000,37000000,diamond,diamond
1519,1980000000,45000000,diamond,diamond
1520,1520000000,59000000,diamond,diamond
1521,1330000000,40000000,normal,normal
1522,1730000000,45000000,diamond,diamond
1523,1890000000,79000000,vip,vip
1524,1490000000,64000000,diamond,diamond
1525,1650000000,42000000,diamond,diamond
1526,1860000000,75000000,vip,vip
1527,1990000000,49000000,diamond,diamond
1528,1550000000,44000000,normal,normal
1529,1320000000,58000000,normal,normal
1530,1780000000,69000000,diamond,diamond
1531,1540000000,79000000,diamond,diamond
1532,1540000000,65000000,diamond,diamond
1533,1630000000,62000000,diamond,diamond
1534,1660000000,36000000,diamond,diamond
1535,1630000000,59000000,diamond,diamond
1536,1420000000,52000000,normal,normal
1537,1430000000,55000000,normal,normal
1538,1420000000,36000000,normal,normal
1539,1270000000,43000000,normal,normal
1540,1750000000,54000000,diamond,diamond
1541,1860000000,41000000,diamond,diamond
1542,1540000000,67000000,diamond,diamond
1543,1450000000,60000000,diamond,diamond
1544,1880000000,51000000,diamond,diamond
1545,1890000000,47000000,diamond,diamond
1546,1900000000,57000000,diamond,diamond
1547,1890000000,78000000,vip,vip
1548,1490000000,44000000,normal,normal
1549,1370000000,72000000,diamond,diamond
1550,1890000000,69000000,vip,vip
1551,1290000000,71000000,normal,normal
1552,1200000000,49000000,normal,normal
1553,1600000000,49000000,diamond,diamond
1554,1200000000,40000000,normal,normal
1555,1270000000,71000000,normal,normal
1556,1980000000,51000000,diamond,diamond
1557,1710000000,56000000,diamond,diamond
1558,1260000000,52000000,normal,normal
1559,1300000000,39000000,normal,normal
1560,1950000000,67000000,vip,vip
1561,1320000000,68000000,normal,normal
1562,1630000000,38000000,diamond,diamond
1563,1690000000,62000000,diamond,diamond
1564,1220000000,63000000,normal,normal
1565,1620000000,55000000,diamond,diamond
1566,1370000000,36000000,normal,normal
1567,1280000000,63000000,normal,normal
1568,1730000000,57000000,diamond,diamond
1569,1580000000,36000000,normal,normal
1570,1510000000,36000000,normal,normal
1571,1700000000,75000000,diamond,diamond
1572,1850000000,56000000,diamond,diamond
1573,1690000000,62000000,diamond,diamond
1574,1330000000,80000000,diamond,diamond
1575,1570000000,76000000,diamond,diamond
1576,1880000000,43000000,diamond,diamond
1577,1700000000,45000000,diamond,diamond
1578,1480000000,54000000,diamond,diamond
1579,1560000000,61000000,diamond,diamond
1580,1970000000,44000000,diamond,diamond
1581,1250000000,75000000,normal,normal
1582,1930000000,40000000,diamond,diamond
1583,1500000000,54000000,diamond,diamond
1584,1760000000,72000000,diamond,diamond
1585,1950000000,42000000,diamond,diamond
1586,1400000000,45000000,normal,normal
1587,1830000000,64000000,diamond,diamond
1588,1740000000,57000000,diamond,diamond
1589,1430000000,39000000,normal,normal
1590,1860000000,49000000,diamond,diamond
1591,1670000000,49000000,diamond,diamond
1592,1660000000,75000000,diamond,diamond
1593,1610000000,66000000,diamond,diamond
1594,1920000000,65000000,vip,vip
1595,1620000000,53000000,diamond,diamond
1596,1360000000,65000000,diamond,diamond
1597,1640000000,57000000,diamond,diamond
1598,1390000000,54000000,normal,normal
1599,1600000000,51000000,diamond,diamond
1600,1320000000,63000000,normal,normal
1601,1590000000,62000000,diamond,diamond
1602,1880000000,55000000,diamond,diamond
1603,1240000000,69000000,normal,normal
1604,1240000000,61000000,normal,normal
1605,1480000000,45000000,normal,normal
1606,1560000000,37000000,normal,normal
1607,1590000000,38000000,normal,normal
1608,1610000000,43000000,diamond,diamond
1609,1410000000,74000000,diamond,diamond
1610,1510000000,35000000,normal,normal
1611,1430000000,67000000,diamond,diamond
1612,1510000000,68000000,diamond,diamond
1613,1400000000,73000000,diamond,diamond
1614,1510000000,77000000,diamond,diamond
1615,1680000000,44000000,diamond,diamond
1616,1870000000,67000000,vip,vip
1617,1360000000,40000000,normal,normal
1618,1440000000,51000000,normal,normal
1619,1740000000,61000000,diamond,diamond
1620,1870000000,35000000,diamond,diamond
1621,1730000000,80000000,vip,vip
1622,1680000000,66000000,diamond,diamond
1623,1530000000,79000000,diamond,diamond
1624,1230000000,64000000,normal,normal
1625,1880000000,56000000,diamond,diamond
1626,1850000000,57000000,diamond,diamond
1627,1280000000,67000000,normal,normal
1628,1460000000,59000000,diamond,diamond
1629,1350000000,75000000,diamond,diamond
1630,1790000000,73000000,vip,vip
1631,1690000000,77000000,diamond,diamond
1632,1920000000,45000000,diamond,diamond
1633,1490000000,40000000,normal,normal
1634,1730000000,40000000,diamond,diamond
1635,1390000000,63000000,diamond,diamond
1636,1670000000,80000000,diamond,diamond
1637,1630000000,35000000,normal,normal
1638,1620000000,61000000,diamond,diamond
1639,1810000000,46000000,diamond,diamond
1640,1630000000,74000000,diamond,diamond
1641,1800000000,49000000,diamond,diamond
1642,1480000000,37000000,normal,normal
1643,2000000000,77000000,vip,vip
1644,1970000000,52000000,diamond,diamond
1645,1460000000,39000000,normal,normal
1646,1960000000,79000000,vip,vip
1647,1840000000,42000000,diamond,diamond
1648,1360000000,44000000,normal,normal
1649,1470000000,39000000,normal,normal
1650,1300000000,58000000,normal,normal
1651,1300000000,54000000,normal,normal
1652,1660000000,36000000,diamond,diamond
1653,1320000000,35000000,normal,normal
1654,1340000000,48000000,normal,normal
1655,1780000000,73000000,vip,vip
1656,1740000000,41000000,diamond,diamond
1657,1580000000,37000000,normal,normal
1658,1290000000,67000000,normal,normal
1659,1260000000,42000000,normal,normal
1660,1470000000,43000000,normal,diamond
1661,1760000000,39000000,diamond,diamond
1662,1320000000,43000000,normal,normal
1663,1410000000,64000000,diamond,diamond
1664,1530000000,56000000,diamond,diamond
1665,1670000000,56000000,diamond,diamond
1666,1510000000,43000000,normal,normal
1667,1820000000,37000000,diamond,diamond
1668,1430000000,64000000,diamond,diamond
1669,1280000000,40000000,normal,normal
1670,1640000000,45000000,diamond,diamond
1671,1260000000,48000000,normal,normal
1672,1960000000,76000000,vip,vip
1673,1210000000,56000000,normal,normal
1674,1620000000,76000000,diamond,diamond
1675,1260000000,62000000,normal,normal
1676,2000000000,39000000,diamond,diamond
1677,1580000000,58000000,diamond,diamond
1678,1920000000,69000000,vip,vip
1679,1830000000,78000000,vip,vip
1680,1790000000,65000000,diamond,diamond
1681,1490000000,46000000,normal,normal
1682,1760000000,76000000,vip,vip
1683,1930000000,67000000,vip,vip
1684,1910000000,35000000,diamond,diamond
1685,1550000000,44000000,normal,normal
1686,1350000000,63000000,normal,diamond
1687,1760000000,45000000,diamond,diamond
1688,1530000000,49000000,diamond,diamond
1689,1790000000,74000000,vip,vip
1690,1370000000,55000000,normal,normal
1691,1960000000,65000000,vip,vip
1692,1900000000,79000000,vip,vip
1693,1360000000,66000000,diamond,diamond
1694,1760000000,73000000,diamond,diamond
1695,1590000000,50000000,diamond,diamond
1696,1210000000,51000000,normal,normal
1697,1750000000,64000000,diamond,diamond
1698,1680000000,40000000,diamond,diamond
1699,1690000000,66000000,diamond,diamond
1700,1500000000,45000000,normal,normal
1701,1720000000,69000000,diamond,diamond
1702,1310000000,70000000,diamond,diamond
1703,2000000000,64000000,vip,vip
1704,1810000000,69000000,diamond,diamond
1705,1820000000,60000000,diamond,diamond
1706,1710000000,41000000,diamond,diamond
1707,1470000000,59000000,diamond,diamond
1708,1680000000,35000000,diamond,diamond
1709,1970000000,39000000,diamond,diamond
1710,1820000000,35000000,diamond,diamond
1711,1610000000,74000000,diamond,diamond
1712,1880000000,58000000,diamond,diamond
1713,1910000000,37000000,diamond,diamond
1714,1590000000,60000000,diamond,diamond
1715,1790000000,37000000,diamond,diamond
1716,1930000000,35000000,diamond,diamond
1717,1910000000,56000000,diamond,diamond
1718,1860000000,76000000,vip,vip
1719,1820000000,64000000,diamond,diamond
1720,1600000000,42000000,diamond,diamond
1721,1890000000,65000000,vip,vip
1722,1630000000,36000000,normal,normal
1723,1200000000,78000000,normal,normal
1724,1510000000,37000000,normal,normal
1725,1760000000,75000000,vip,vip
1726,1430000000,42000000,normal,normal
1727,1830000000,64000000,diamond,diamond
1728,1840000000,42000000,diamond,diamond
1729,1780000000,52000000,diamond,diamond
1730,1750000000,71000000,diamond,diamond
1731,1810000000,71000000,vip,vip
1732,1360000000,74000000,diamond,diamond
1733,1950000000,53000000,diamond,diamond
1734,1350000000,37000000,normal,normal
1735,1860000000,41000000,diamond,diamond
1736,1760000000,38000000,diamond,diamond
1737,1940000000,35000000,diamond,diamond
1738,1790000000,62000000,diamond,diamond
1739,1630000000,51000000,diamond,diamond
1740,1880000000,41000000,diamond,diamond
1741,1400000000,50000000,normal,normal
1742,1810000000,42000000,diamond,diamond
1743,1420000000,69000000,diamond,diamond
1744,1480000000,46000000,normal,normal
1745,1490000000,58000000,diamond,diamond
1746,1360000000,79000000,diamond,diamond
1747,1780000000,41000000,diamond,diamond
1748,1320000000,58000000,normal,normal
1749,1370000000,53000000,normal,normal
1750,1260000000,41000000,normal,normal
1751,1910000000,70000000,vip,vip
1752,1970000000,69000000,vip,vip
1753,1740000000,76000000,diamond,diamond
1754,2000000000,57000000,vip,vip
1755,1830000000,56000000,diamond,diamond
1756,1380000000,75000000,diamond,diamond
1757,1860000000,72000000,vip,vip
1758,1980000000,70000000,vip,diamond
1759,1530000000,68000000,diamond,diamond
1760,1510000000,62000000,diamond,diamond
1761,1470000000,43000000,normal,diamond
1762,1240000000,42000000,normal,normal
1763,1450000000,61000000,diamond,diamond
1764,1700000000,42000000,diamond,diamond
1765,1290000000,40000000,normal,normal
1766,1930000000,65000000,vip,vip
1767,1350000000,77000000,diamond,diamond
1768,1570000000,44000000,diamond,diamond
1769,1610000000,53000000,diamond,diamond
1770,1520000000,39000000,normal,normal
1771,1780000000,54000000,diamond,diamond
1772,1800000000,60000000,diamond,diamond
1773,1750000000,74000000,diamond,diamond
1774,1870000000,77000000,vip,vip
1775,1930000000,49000000,diamond,diamond
1776,1560000000,78000000,diamond,diamond
1777,1240000000,80000000,diamond,diamond
1778,1900000000,47000000,diamond,diamond
1779,1380000000,79000000,diamond,diamond
1780,1620000000,68000000,diamond,diamond
1781,1610000000,45000000,diamond,diamond
1782,1870000000,36000000,diamond,diamond
1783,1240000000,40000000,normal,normal
1784,1430000000,37000000,normal,normal
1785,1820000000,58000000,diamond,diamond
1786,1520000000,45000000,normal,normal
1787,1920000000,74000000,vip,vip
1788,1710000000,75000000,diamond,diamond
1789,1470000000,70000000,diamond,diamond
1790,1770000000,56000000,diamond,diamond
1791,1490000000,62000000,diamond,diamond
1792,1590000000,50000000,diamond,diamond
1793,1510000000,76000000,diamond,diamond
1794,1610000000,58000000,diamond,diamond
1795,1850000000,72000000,vip,vip
1796,1200000000,43000000,normal,normal
1797,1660000000,57000000,diamond,diamond
1798,1530000000,67000000,diamond,diamond
1799,1300000000,42000000,normal,normal
1800,1880000000,72000000,vip,vip
1801,1780000000,60000000,diamond,diamond
1802,1490000000,57000000,diamond,diamond
1803,1390000000,46000000,normal,normal
1804,1540000000,71000000,diamond,diamond
1805,1520000000,41000000,normal,normal
1806,1200000000,76000000,normal,normal
1807,1280000000,37000000,normal,normal
1808,1760000000,69000000,diamond,diamond
1809,1820000000,63000000,diamond,diamond
1810,1290000000,71000000,normal,normal
1811,1820000000,53000000,diamond,diamond
1812,1340000000,50000000,normal,normal
1813,1560000000,61000000,diamond,diamond
1814,1450000000,50000000,normal,normal
1815,1750000000,52000000,diamond,diamond
1816,1810000000,74000000,vip,vip
1817,1490000000,63000000,diamond,diamond
1818,1820000000,47000000,diamond,diamond
1819,1200000000,70000000,normal,normal
1820,1880000000,72000000,vip,vip
1821,1700000000,62000000,diamond,diamond
1822,1370000000,37000000,normal,normal
1823,1950000000,38000000,diamond,diamond
1824,1640000000,38000000,diamond,diamond
1825,1900000000,41000000,diamond,diamond
1826,1270000000,79000000,diamond,diamond
1827,1980000000,57000000,vip,vip
1828,1550000000,70000000,diamond,diamond
1829,1870000000,64000000,vip,vip
1830,1550000000,77000000,diamond,diamond
1831,1870000000,59000000,diamond,diamond
1832,1470000000,66000000,diamond,diamond
1833,1830000000,49000000,diamond,diamond
1834,1610000000,65000000,diamond,diamond
1835,1690000000,66000000,diamond,diamond
1836,1740000000,70000000,diamond,diamond
1837,1600000000,63000000,diamond,diamond
1838,1970000000,80000000,vip,vip
1839,1600000000,75000000,diamond,diamond
1840,1220000000,66000000,normal,normal
1841,1780000000,62000000,diamond,diamond
1842,1670000000,46000000,diamond,diamond
1843,1870000000,68000000,vip,vip
1844,1260000000,61000000,normal,normal
1845,1270000000,72000000,normal,diamond
1846,1580000000,36000000,normal,normal
1847,1850000000,56000000,diamond,diamond
1848,1580000000,77000000,diamond,diamond
1849,1450000000,37000000,normal,normal
1850,1650000000,64000000,diamond,diamond
1851,1710000000,40000000,diamond,diamond
1852,1610000000,71000000,diamond,diamond
1853,1650000000,48000000,diamond,diamond
1854,1780000000,42000000,diamond,diamond
1855,1570000000,45000000,diamond,diamond
1856,1210000000,69000000,normal,normal
1857,1350000000,70000000,diamond,diamond
1858,1390000000,78000000,diamond,diamond
1859,1650000000,66000000,diamond,diamond
1860,1280000000,47000000,normal,normal
1861,1880000000,71000000,vip,vip
1862,1250000000,51000000,normal,normal
1863,1370000000,36000000,normal,normal
1864,1360000000,63000000,normal,normal
1865,1890000000,67000000,vip,vip
1866,1210000000,41000000,normal,normal
1867,1770000000,58000000,diamond,diamond
1868,1610000000,67000000,diamond,diamond
1869,1920000000,35000000,diamond,diamond
1870,1890000000,55000000,diamond,diamond
1871,1460000000,71000000,diamond,diamond
1872,1210000000,43000000,normal,normal
1873,1760000000,49000000,diamond,diamond
1874,1950000000,36000000,diamond,diamond
1875,1300000000,56000000,normal,normal
1876,1550000000,55000000,diamond,diamond
1877,1650000000,57000000,diamond,diamond
1878,1870000000,42000000,diamond,diamond
1879,1560000000,54000000,diamond,diamond
1880,1410000000,59000000,normal,normal
1881,1330000000,51000000,normal,normal
1882,1370000000,78000000,diamond,diamond
1883,1640000000,57000000,diamond,diamond
1884,1760000000,68000000,diamond,diamond
1885,1460000000,53000000,normal,diamond
1886,2000000000,79000000,vip,vip
1887,1620000000,80000000,diamond,diamond
1888,1770000000,43000000,diamond,diamond
1889,1710000000,74000000,diamond,diamond
1890,1670000000,77000000,diamond,diamond
1891,1660000000,47000000,diamond,diamond
1892,1590000000,50000000,diamond,diamond
1893,1940000000,68000000,vip,vip
1894,1250000000,53000000,normal,normal
1895,1440000000,50000000,normal,normal
1896,1490000000,36000000,normal,normal
1897,1400000000,64000000,diamond,diamond
1898,1750000000,43000000,diamond,diamond
1899,1490000000,36000000,normal,normal
1900,1680000000,68000000,diamond,diamond
1901,1970000000,35000000,diamond,diamond
1902,1730000000,77000000,diamond,diamond
1903,1950000000,44000000,diamond,diamond
1904,1600000000,48000000,diamond,diamond
1905,1950000000,52000000,diamond,diamond
1906,1550000000,49000000,diamond,diamond
1907,1640000000,62000000,diamond,diamond
1908,1780000000,43000000,diamond,diamond
1909,1650000000,75000000,diamond,diamond
1910,1890000000,45000000,diamond,diamond
1911,1930000000,45000000,diamond,diamond
1912,1440000000,80000000,diamond,diamond
1913,1610000000,56000000,diamond,diamond
1914,1740000000,49000000,diamond,diamond
1915,1410000000,60000000,diamond,diamond
1916,1560000000,64000000,diamond,diamond
1917,1790000000,35000000,diamond,diamond
1918,1740000000,46000000,diamond,diamond
1919,1510000000,76000000,diamond,diamond
1920,1670000000,75000000,diamond,diamond
1921,1570000000,78000000,diamond,diamond
1922,1630000000,44000000,diamond,diamond
1923,1660000000,69000000,diamond,diamond
1924,1970000000,39000000,diamond,diamond
1925,1240000000,67000000,normal,normal
1926,1260000000,49000000,normal,normal
1927,1960000000,62000000,vip,vip
1928,1990000000,78000000,vip,vip
1929,1920000000,71000000,vip,vip
1930,1370000000,41000000,normal,normal
1931,1210000000,48000000,normal,normal
1932,1300000000,65000000,normal,normal
1933,1280000000,57000000,normal,normal
1934,1320000000,52000000,normal,normal
1935,1740000000,36000000,diamond,diamond
1936,1950000000,74000000,vip,vip
1937,1930000000,45000000,diamond,diamond
1938,1670000000,75000000,diamond,diamond
1939,1500000000,35000000,normal,normal
1940,1750000000,42000000,diamond,diamond
1941,1990000000,47000000,diamond,diamond
1942,1580000000,36000000,normal,normal
1943,1450000000,43000000,normal,diamond
1944,1890000000,38000000,diamond,diamond
1945,1970000000,50000000,diamond,diamond
1946,1630000000,46000000,diamond,diamond
1947,1960000000,78000000,vip,vip
1948,2000000000,71000000,vip,vip
1949,1700000000,79000000,diamond,diamond
1950,1690000000,79000000,diamond,diamond
1951,1310000000,58000000,normal,normal
1952,1250000000,46000000,normal,normal
1953,1940000000,52000000,diamond,diamond
1954,1330000000,65000000,normal,normal
1955,1860000000,74000000,vip,vip
1956,1860000000,77000000,vip,vip
1957,1390000000,80000000,diamond,diamond
1958,1770000000,72000000,diamond,diamond
1959,1410000000,42000000,normal,normal
1960,1700000000,36000000,diamond,diamond
1961,1990000000,39000000,diamond,diamond
1962,1420000000,47000000,normal,normal
1963,1710000000,60000000,diamond,diamond
1964,1280000000,78000000,diamond,diamond
1965,1410000000,69000000,diamond,diamond
1966,1750000000,56000000,diamond,diamond
1967,1780000000,72000000,diamond,diamond
1968,1710000000,46000000,diamond,diamond
1969,1440000000,51000000,normal,normal
1970,1630000000,52000000,diamond,diamond
1971,1330000000,35000000,normal,normal
1972,1230000000,45000000,normal,normal
1973,1690000000,58000000,diamond,diamond
1974,1340000000,78000000,diamond,diamond
1975,1870000000,55000000,diamond,diamond
1976,1880000000,66000000,vip,vip
1977,1230000000,72000000,normal,normal
1978,1640000000,40000000,diamond,diamond
1979,1820000000,47000000,diamond,diamond
1980,1970000000,72000000,vip,vip
1981,1420000000,52000000,normal,normal
1982,1740000000,58000000,diamond,diamond
1983,1490000000,71000000,diamond,diamond
1984,1550000000,39000000,normal,normal
1985,1770000000,61000000,diamond,diamond
1986,1460000000,80000000,diamond,diamond
1987,1620000000,80000000,diamond,diamond
1988,1980000000,62000000,vip,vip
1989,1620000000,77000000,diamond,diamond
1990,1680000000,70000000,diamond,diamond
1991,1510000000,62000000,diamond,diamond
1992,1840000000,59000000,diamond,diamond
1993,1680000000,75000000,diamond,diamond
1994,1280000000,73000000,diamond,diamond
1995,1530000000,63000000,diamond,diamond
1996,1790000000,75000000,vip,vip
1997,1560000000,78000000,diamond,diamond
1998,1380000000,36000000,normal,normal
1999,1830000000,44000000,diamond,diamond
2000,1670000000,36000000,diamond,diamond
2001,1440000000,80000000,diamond,diamond
2002,1700000000,35000000,diamond,diamond
2003,1430000000,76000000,diamond,diamond
2004,1860000000,63000000,diamond,diamond
2005,1660000000,65000000,diamond,diamond
2006,1200000000,71000000,normal,normal
2007,1330000000,35000000,normal,normal
2008,1690000000,56000000,diamond,diamond
2009,1490000000,50000000,normal,normal
2010,1760000000,76000000,vip,vip
2011,1270000000,53000000,normal,normal
2012,1440000000,40000000,normal,normal
2013,1750000000,39000000,diamond,diamond
2014,1610000000,51000000,diamond,diamond
2015,1560000000,79000000,diamond,diamond
2016,1630000000,36000000,normal,normal
2017,1870000000,58000000,diamond,diamond
2018,1990000000,42000000,diamond,diamond
2019,1480000000,80000000,diamond,diamond
2020,1950000000,52000000,diamond,diamond
2021,1930000000,45000000,diamond,diamond
2022,1330000000,36000000,normal,normal
2023,1910000000,77000000,vip,vip
2024,1270000000,44000000,normal,normal
2025,1950000000,36000000,diamond,diamond
2026,2000000000,63000000,vip,vip
2027,1560000000,63000000,diamond,diamond
2028,1580000000,47000000,diamond,diamond
2029,1210000000,57000000,normal,normal
2030,1870000000,42000000,diamond,diamond
2031,1750000000,35000000,diamond,diamond
2032,1800000000,67000000,diamond,diamond
2033,1500000000,58000000,diamond,diamond
2034,1680000000,65000000,diamond,diamond
2035,1840000000,71000000,vip,vip
2036,1970000000,49000000,diamond,diamond
2037,1270000000,66000000,normal,normal
2038,1500000000,60000000,diamond,diamond
2039,1980000000,72000000,vip,vip
2040,1690000000,80000000,diamond,diamond
2041,1330000000,67000000,normal,normal
2042,1240000000,52000000,normal,normal
2043,1550000000,58000000,diamond,diamond
2044,1790000000,56000000,diamond,diamond
2045,1940000000,74000000,vip,vip
2046,1440000000,44000000,normal,normal
2047,1240000000,45000000,normal,normal
2048,1450000000,66000000,diamond,diamond
2049,1790000000,64000000,diamond,diamond
2050,1550000000,56000000,diamond,diamond
2051,1460000000,78000000,diamond,diamond
2052,1920000000,49000000,diamond,diamond
2053,1340000000,38000000,normal,normal
2054,1740000000,40000000,diamond,diamond
2055,1690000000,64000000,diamond,diamond
2056,1470000000,66000000,diamond,diamond
2057,1780000000,69000000,diamond,diamond
2058,1740000000,58000000,diamond,diamond
2059,1770000000,42000000,diamond,diamond
2060,1470000000,36000000,normal,normal
2061,1560000000,64000000,diamond,diamond
2062,1220000000,66000000,normal,normal
2063,1520000000,68000000,diamond,diamond
2064,1960000000,44000000,diamond,diamond
2065,1710000000,74000000,diamond,diamond
2066,1800000000,66000000,diamond,diamond
2067,1910000000,52000000,diamond,diamond
2068,1510000000,62000000,diamond,diamond
2069,1870000000,52000000,diamond,diamond
2070,1440000000,46000000,normal,normal
2071,1560000000,42000000,normal,normal
2072,1910000000,63000000,vip,vip
2073,1760000000,35000000,diamond,diamond
2074,1290000000,69000000,normal,normal
2075,1740000000,75000000,diamond,diamond
2076,1620000000,45000000,diamond,diamond
2077,1720000000,59000000,diamond,diamond
2078,1730000000,44000000,diamond,diamond
2079,1500000000,80000000,diamond,diamond
2080,1920000000,37000000,diamond,diamond
2081,1690000000,61000000,diamond,diamond
2082,1200000000,46000000,normal,normal
2083,1660000000,77000000,diamond,diamond
2084,1820000000,55000000,diamond,diamond
2085,1770000000,76000000,vip,vip
2086,1580000000,76000000,diamond,diamond
2087,1370000000,68000000,diamond,diamond
2088,1910000000,52000000,diamond,diamond
2089,1450000000,38000000,normal,normal
2090,1300000000,47000000,normal,normal
2091,1480000000,79000000,diamond,diamond
2092,1230000000,74000000,normal,normal
2093,1470000000,53000000,normal,normal
2094,1910000000,43000000,diamond,diamond
2095,1210000000,74000000,normal,normal
2096,1660000000,35000000,diamond,diamond
2097,1990000000,64000000,vip,vip
2098,1520000000,60000000,diamond,diamond
2099,1580000000,64000000,diamond,diamond
2100,1710000000,55000000,diamond,diamond
2101,1310000000,44000000,normal,normal
2102,1440000000,70000000,diamond,diamond
2103,1430000000,80000000,diamond,diamond
2104,1400000000,78000000,diamond,diamond
2105,1350000000,42000000,normal,normal
2106,1290000000,61000000,normal,normal
2107,1840000000,49000000,diamond,diamond
2108,1940000000,62000000,vip,vip
2109,1380000000,56000000,normal,normal
2110,1470000000,35000000,normal,normal
2111,1720000000,57000000,diamond,diamond
2112,1840000000,52000000,diamond,diamond
2113,1680000000,46000000,diamond,diamond
2114,1980000000,53000000,vip,vip
2115,1840000000,47000000,diamond,diamond
2116,1680000000,60000000,diamond,diamond
2117,1260000000,76000000,diamond,diamond
2118,1930000000,53000000,diamond,diamond
2119,2000000000,41000000,diamond,diamond
2120,1390000000,77000000,diamond,diamond
2121,1560000000,64000000,diamond,diamond
2122,1630000000,57000000,diamond,diamond
2123,1780000000,77000000,vip,vip
2124,1960000000,73000000,vip,vip
2125,1290000000,44000000,normal,normal
2126,1400000000,60000000,normal,normal
2127,1710000000,66000000,diamond,diamond
2128,1880000000,45000000,diamond,diamond
2129,1580000000,52000000,diamond,diamond
2130,1430000000,71000000,diamond,diamond
2131,1690000000,69000000,diamond,diamond
2132,1850000000,43000000,diamond,diamond
2133,1260000000,72000000,normal,normal
2134,2000000000,76000000,vip,vip
2135,1920000000,80000000,vip,vip
2136,1780000000,77000000,vip,vip
2137,1510000000,35000000,normal,normal
2138,1340000000,76000000,diamond,diamond
2139,1260000000,56000000,normal,normal
2140,1790000000,39000000,diamond,diamond
2141,1810000000,72000000,vip,vip
2142,1690000000,71000000,diamond,diamond
2143,1530000000,51000000,diamond,diamond
2144,1940000000,51000000,diamond,diamond
2145,1920000000,67000000,vip,vip
2146,1380000000,42000000,normal,normal
2147,1310000000,66000000,normal,normal
2148,1710000000,48000000,diamond,diamond
2149,1830000000,65000000,diamond,diamond
2150,1550000000,53000000,diamond,diamond
2151,1290000000,42000000,normal,normal
2152,1700000000,48000000,diamond,diamond
2153,1820000000,46000000,diamond,diamond
2154,1220000000,68000000,normal,normal
2155,1900000000,63000000,vip,vip
2156,1730000000,76000000,diamond,diamond
2157,1770000000,79000000,vip,vip
2158,1840000000,36000000,diamond,diamond
2159,1250000000,40000000,normal,normal
2160,1790000000,63000000,diamond,diamond
2161,1670000000,68000000,diamond,diamond
2162,1530000000,76000000,diamond,diamond
2163,1780000000,48000000,diamond,diamond
2164,1740000000,47000000,diamond,diamond
2165,1940000000,39000000,diamond,diamond
2166,1240000000,42000000,normal,normal
2167,1910000000,76000000,vip,vip
2168,1530000000,40000000,normal,normal
2169,1480000000,79000000,diamond,diamond
2170,1890000000,43000000,diamond,diamond
2171,1250000000,37000000,normal,normal
2172,1350000000,43000000,normal,normal
2173,1660000000,43000000,diamond,diamond
2174,1720000000,53000000,diamond,diamond
2175,2000000000,54000000,vip,vip
2176,1460000000,63000000,diamond,diamond
2177,1560000000,38000000,normal,normal
2178,1550000000,53000000,diamond,diamond
2179,1880000000,71000000,vip,vip
2180,1430000000,76000000,diamond,diamond
2181,1550000000,46000000,diamond,diamond
2182,1760000000,70000000,diamond,diamond
2183,1600000000,48000000,diamond,diamond
2184,1740000000,78000000,vip,vip
2185,1570000000,51000000,diamond,diamond
2186,1540000000,40000000,normal,normal
2187,1610000000,80000000,diamond,diamond
2188,1780000000,39000000,diamond,diamond
2189,1630000000,50000000,diamond,diamond
2190,1970000000,62000000,vip,vip
2191,1740000000,80000000,vip,vip
2192,1270000000,66000000,normal,normal
2193,1270000000,68000000,normal,normal
2194,1430000000,79000000,diamond,diamond
2195,1920000000,36000000,diamond,diamond
2196,1530000000,67000000,diamond,diamond
2197,1950000000,40000000,diamond,diamond
2198,1560000000,35000000,normal,normal
2199,1370000000,44000000,normal,diamond
2200,1480000000,37000000,normal,normal
2201,1430000000,44000000,normal,diamond
2202,1810000000,64000000,diamond,diamond
2203,1970000000,73000000,vip,vip
2204,1520000000,43000000,normal,normal
2205,1990000000,56000000,vip,vip
2206,1850000000,45000000,diamond,diamond
2207,1820000000,54000000,diamond,diamond
2208,1590000000,59000000,diamond,diamond
2209,1660000000,35000000,diamond,diamond
