regionSeg1,productSeg2,regionSeg2,productSeg3,yearweek,qty_mean,ma
A01,PG04,SALESID0001,ITEM0228,201310,1.0,1.5999999999999386
A01,PG04,SALESID0001,ITEM0228,201311,1.5,1.6499999999999386
A01,PG04,SALESID0001,ITEM0228,201312,1.5,1.7388888888888274
A01,PG04,SALESID0001,ITEM0228,201313,3.0,1.7388888888888274
A01,PG04,SALESID0001,ITEM0228,201314,1.0,1.794444444444383
A01,PG04,SALESID0001,ITEM0228,201315,1.0,1.7499999999999385
A01,PG04,SALESID0001,ITEM0228,201316,2.0,1.7499999999999385
A01,PG04,SALESID0001,ITEM0228,201317,2.25,1.826666666666605
A01,PG04,SALESID0001,ITEM0228,201318,1.75,1.8433333333332718
A01,PG04,SALESID0001,ITEM0228,201319,2.3333333333333335,1.8322222222221605
A01,PG04,SALESID0001,ITEM0228,201320,1.0,1.848888888888827
A01,PG04,SALESID0001,ITEM0228,201321,3.3333333333333335,1.7822222222221604
A01,PG04,SALESID0001,ITEM0228,201322,1.3333333333333333,1.8044444444443826
A01,PG04,SALESID0001,ITEM0228,201323,2.0,1.9211111111110493
A01,PG04,SALESID0001,ITEM0228,201324,2.4,2.076666666666605
A01,PG04,SALESID0001,ITEM0228,201325,1.25,2.1399999999999384
A01,PG04,SALESID0001,ITEM0228,201326,1.3333333333333333,2.276666666666605
A01,PG04,SALESID0001,ITEM0228,201327,1.75,2.387777777777716
A01,PG04,SALESID0001,ITEM0228,201328,2.0,2.7477777777777157
A01,PG04,SALESID0001,ITEM0228,201330,1.3333333333333333,2.6588888888888267
A01,PG04,SALESID0001,ITEM0228,201331,2.75,2.6366666666666045
A01,PG04,SALESID0001,ITEM0228,201332,4.333333333333333,2.614444444444382
A01,PG04,SALESID0001,ITEM0228,201333,3.2,2.694444444444382
A01,PG04,SALESID0001,ITEM0228,201334,3.8,2.8777777777777156
A01,PG04,SALESID0001,ITEM0228,201335,4.0,3.1088888888888264
A01,PG04,SALESID0001,ITEM0228,201336,6.4,3.0811111111110487
A01,PG04,SALESID0001,ITEM0228,201337,2.0,3.0944444444443824
A01,PG04,SALESID0001,ITEM0228,201338,1.0,3.11222222222216
A01,PG04,SALESID0001,ITEM0228,201339,1.6666666666666667,3.1822222222221597
A01,PG04,SALESID0001,ITEM0228,201340,3.6,2.9999999999999374
A01,PG04,SALESID0001,ITEM0228,201341,4.0,2.8533333333332704
A01,PG04,SALESID0001,ITEM0228,201342,4.8,2.7333333333332708
A01,PG04,SALESID0001,ITEM0228,201343,1.3333333333333333,2.577777777777715
A01,PG04,SALESID0001,ITEM0228,201344,2.2,2.217777777777715
A01,PG04,SALESID0001,ITEM0228,201345,1.6,2.184444444444382
A01,PG04,SALESID0001,ITEM0228,201346,3.8,2.1977777777777154
A01,PG04,SALESID0001,ITEM0228,201347,1.6,2.2199999999999376
A01,PG04,SALESID0001,ITEM0228,201348,1.0,2.0911111111110485
A01,PG04,SALESID0001,ITEM0228,201349,2.0,1.9577777777777152
A01,PG04,SALESID0001,ITEM0228,201350,1.6666666666666667,1.7377777777777152
A01,PG04,SALESID0001,ITEM0228,201351,1.0,1.715555555555493
A01,PG04,SALESID0001,ITEM0228,201352,1.5,1.635555555555493
A01,PG04,SALESID0001,ITEM0228,201401,1.2,1.6488888888888265
A01,PG04,SALESID0001,ITEM0228,201402,2.0,1.6288888888888264
A01,PG04,SALESID0001,ITEM0228,201403,1.6666666666666667,1.6388888888888262
A01,PG04,SALESID0001,ITEM0228,201404,2.0,1.6388888888888262
A01,PG04,SALESID0001,ITEM0228,201405,1.5,1.6388888888888262
A01,PG04,SALESID0001,ITEM0228,201406,1.0,1.6444444444443818
A01,PG04,SALESID0001,ITEM0228,201407,1.0,1.7111111111110484
A01,PG04,SALESID0001,ITEM0228,201408,1.8,1.7044444444443816
A01,PG04,SALESID0001,ITEM0228,201409,3.5,1.797777777777715
A01,PG04,SALESID0001,ITEM0228,201410,1.75,1.797777777777715
A01,PG04,SALESID0001,ITEM0228,201411,1.0,1.8199999999999372
A01,PG04,SALESID0001,ITEM0228,201412,2.0,1.7533333333332706
A01,PG04,SALESID0001,ITEM0228,201413,1.75,1.7422222222221595
A01,PG04,SALESID0001,ITEM0228,201414,2.0,1.7644444444443816
A01,PG04,SALESID0001,ITEM0228,201415,1.4,1.7811111111110483
A01,PG04,SALESID0001,ITEM0228,201416,2.6,1.821111111111048
A01,PG04,SALESID0001,ITEM0228,201417,2.0,1.7766666666666036
A01,PG04,SALESID0001,ITEM0228,201418,2.0,1.7266666666666035
A01,PG04,SALESID0001,ITEM0228,201419,1.0,1.759999999999937
A01,PG04,SALESID0001,ITEM0228,201420,1.3333333333333333,1.7266666666666035
A01,PG04,SALESID0001,ITEM0228,201421,1.3333333333333333,1.6766666666666035
A01,PG04,SALESID0001,ITEM0228,201422,1.25,1.7266666666666035
A01,PG04,SALESID0001,ITEM0228,201423,2.4,1.7666666666666038
A01,PG04,SALESID0001,ITEM0228,201424,2.8333333333333335,1.7377777777777148
A01,PG04,SALESID0001,ITEM0228,201425,1.0,1.8844444444443813
A01,PG04,SALESID0001,ITEM0228,201426,1.5,1.8177777777777147
A01,PG04,SALESID0001,ITEM0228,201427,1.5,1.8844444444443813
A01,PG04,SALESID0001,ITEM0228,201428,1.0,1.8622222222221592
A01,PG04,SALESID0001,ITEM0228,201429,2.75,1.9066666666666037
A01,PG04,SALESID0001,ITEM0228,201430,2.0,1.9566666666666037
A01,PG04,SALESID0001,ITEM0228,201431,2.1666666666666665,1.8633333333332704
A01,PG04,SALESID0001,ITEM0228,201432,4.2,1.7744444444443817
A01,PG04,SALESID0001,ITEM0228,201433,1.0,1.8188888888888262
A01,PG04,SALESID0001,ITEM0229,201437,2.0,1.785555555555493
A01,PG04,SALESID0001,ITEM0229,201438,1.0,1.925555555555493
A01,PG04,SALESID0001,ITEM0229,201439,2.0,2.114444444444382
A01,PG04,SALESID0001,ITEM0229,201440,2.0,2.2866666666666045
A01,PG04,SALESID0001,ITEM0229,201441,1.0,2.64222222222216
A01,PG04,SALESID0001,ITEM0229,201442,1.5,2.8755555555554935
A01,PG04,SALESID0001,ITEM0229,201443,1.6666666666666667,2.66222222222216
A01,PG04,SALESID0001,ITEM0229,201444,1.0,2.66222222222216
A01,PG04,SALESID0001,ITEM0229,201445,3.6,2.6288888888888264
A01,PG04,SALESID0001,ITEM0229,201446,3.8333333333333335,2.6288888888888264
A01,PG04,SALESID0001,ITEM0229,201447,5.333333333333333,2.5788888888888266
A01,PG04,SALESID0001,ITEM0229,201448,7.333333333333333,2.5122222222221597
A01,PG04,SALESID0001,ITEM0229,201449,5.666666666666667,2.5122222222221597
A01,PG04,SALESID0001,ITEM0229,201450,1.0,2.49222222222216
A01,PG04,SALESID0001,ITEM0229,201501,1.0,2.581111111111049
A01,PG04,SALESID0001,ITEM0229,201502,1.5,2.6033333333332718
A01,PG04,SALESID0001,ITEM0229,201503,1.0,2.496666666666605
A01,PG04,SALESID0001,ITEM0229,201504,1.25,2.3077777777777158
A01,PG04,SALESID0001,ITEM0229,201505,1.0,2.0855555555554934
A01,PG04,SALESID0001,ITEM0229,201506,1.0,1.7299999999999385
A01,PG04,SALESID0001,ITEM0229,201507,1.2,1.4855555555554938
A01,PG04,SALESID0001,ITEM0229,201508,3.0,1.5522222222221604
A01,PG04,SALESID0001,ITEM0229,201509,1.3333333333333333,1.6411111111110492
A01,PG04,SALESID0001,ITEM0229,201510,2.0,1.607777777777716
A01,PG04,SALESID0001,ITEM0229,201511,1.0,1.607777777777716
A01,PG04,SALESID0001,ITEM0229,201512,2.0,1.5911111111110494
A01,PG04,SALESID0001,ITEM0229,201513,2.0,1.6244444444443826
A01,PG04,SALESID0001,ITEM0229,201514,2.0,1.657777777777716
A01,PG04,SALESID0001,ITEM0229,201515,2.0,1.6444444444443826
A01,PG04,SALESID0001,ITEM0229,201516,2.3333333333333335,1.5111111111110493
A01,PG04,SALESID0001,ITEM0229,201517,1.0,1.5555555555554939
A01,PG04,SALESID0001,ITEM0229,201518,1.0,1.5555555555554939
A01,PG04,SALESID0001,ITEM0229,201519,1.0,1.5955555555554939
A01,PG04,SALESID0001,ITEM0229,201520,1.5,1.5511111111110494
A01,PG04,SALESID0001,ITEM0229,201521,1.5,1.5177777777777162
A01,PG04,SALESID0001,ITEM0229,201522,1.0,1.4733333333332717
A01,PG04,SALESID0001,ITEM0229,201523,1.0,1.456666666666605
A01,PG04,SALESID0001,ITEM0229,201524,2.0,1.4011111111110495
A01,PG04,SALESID0001,ITEM0229,201526,2.0,1.4011111111110495
A01,PG04,SALESID0001,ITEM0229,201527,1.6,1.4011111111110495
A01,PG04,SALESID0001,ITEM0229,201528,1.3333333333333333,1.5344444444443828
A01,PG04,SALESID0001,ITEM0229,201529,1.5,1.5677777777777162
A01,PG04,SALESID0001,ITEM0229,201530,1.3333333333333333,1.6011111111110494
A01,PG04,SALESID0001,ITEM0229,201531,1.75,1.6011111111110494
A01,PG04,SALESID0001,ITEM0229,201532,1.5,1.6011111111110494
A01,PG04,SALESID0001,ITEM0229,201533,1.0,1.5677777777777162
A01,PG04,SALESID0001,ITEM0229,201536,1.0,1.5677777777777162
A01,PG04,SALESID0001,ITEM0229,201537,3.0,1.527777777777716
A01,PG04,SALESID0001,ITEM0229,201538,2.0,1.5055555555554938
A01,PG04,SALESID0001,ITEM0229,201539,2.0,1.4722222222221606
A01,PG04,SALESID0001,ITEM0229,201540,1.0,1.4499999999999384
A01,PG04,SALESID0001,ITEM0229,201541,1.0,1.4333333333332718
A01,PG04,SALESID0001,ITEM0229,201542,1.5,1.3999999999999384
A01,PG04,SALESID0001,ITEM0229,201543,2.0,1.3999999999999384
A01,PG04,SALESID0001,ITEM0229,201544,1.0,1.3999999999999384
A01,PG04,SALESID0001,ITEM0229,201545,1.0,1.266666666666605
A01,PG04,SALESID0001,ITEM0229,201546,1.0,1.2499999999999385
A01,PG04,SALESID0001,ITEM0229,201547,1.0,1.1833333333332718
A01,PG04,SALESID0001,ITEM0229,201548,1.5,1.1833333333332718
A01,PG04,SALESID0001,ITEM0229,201549,1.0,1.1833333333332718
A01,PG04,SALESID0001,ITEM0229,201550,1.0,1.1499999999999384
A01,PG04,SALESID0001,ITEM0229,201551,1.0,1.1166666666666052
A01,PG04,SALESID0001,ITEM0229,201552,1.0,1.1166666666666052
A01,PG04,SALESID0001,ITEM0229,201553,1.75,1.1166666666666052
A01,PG04,SALESID0001,ITEM0229,201601,1.0,1.1166666666666052
A01,PG04,SALESID0001,ITEM0229,201602,1.0,1.1166666666666052
A01,PG04,SALESID0001,ITEM0229,201604,1.0,1.1499999999999384
A01,PG04,SALESID0001,ITEM0229,201606,1.0,1.1833333333332718
A01,PG04,SALESID0001,ITEM0229,201607,1.5,1.1833333333332718
A01,PG04,SALESID0001,ITEM0229,201608,1.0,1.1833333333332718
A01,PG04,SALESID0001,ITEM0229,201609,1.0,1.2833333333332717
A01,PG04,SALESID0001,ITEM0229,201611,1.0,1.2333333333332717
A01,PG04,SALESID0001,ITEM0229,201612,1.0,1.2333333333332717
A01,PG04,SALESID0001,ITEM0229,201613,2.0,1.2333333333332717
A01,PG04,SALESID0001,ITEM0229,201615,1.5,1.2333333333332717
A01,PG04,SALESID0001,ITEM0229,201616,1.0,1.2333333333332717
A01,PG04,SALESID0001,ITEM0229,201617,1.0,1.1999999999999384
A01,PG04,SALESID0001,ITEM0229,201619,2.5,1.266666666666605
A01,PG04,SALESID0001,ITEM0229,201620,1.0,1.266666666666605
A01,PG04,SALESID0001,ITEM0229,201621,1.0,1.266666666666605
A01,PG04,SALESID0001,ITEM0229,201622,1.0,1.2999999999999383
A01,PG04,SALESID0001,ITEM0229,201624,1.0,1.2333333333332717
A01,PG04,SALESID0001,ITEM0229,201625,1.0,1.1999999999999384
A01,PG04,SALESID0001,ITEM0229,201626,1.0,1.1999999999999384
A01,PG04,SALESID0001,ITEM0229,201627,2.0,1.1999999999999384
A01,PG04,SALESID0001,ITEM0230,201436,1.0,1.1222222222221605
A01,PG04,SALESID0001,ITEM0230,201438,1.0,1.2333333333332717
A01,PG04,SALESID0001,ITEM0230,201439,1.5,1.5666666666666051
A01,PG04,SALESID0001,ITEM0230,201440,1.0,1.8666666666666052
A01,PG04,SALESID0001,ITEM0230,201441,1.0,1.8666666666666052
A01,PG04,SALESID0001,ITEM0230,201443,1.0,1.9333333333332718
A01,PG04,SALESID0001,ITEM0230,201445,1.0,1.9333333333332718
A01,PG04,SALESID0001,ITEM0230,201446,1.3333333333333333,1.8888888888888273
A01,PG04,SALESID0001,ITEM0230,201447,2.6666666666666665,1.8888888888888273
A01,PG04,SALESID0001,ITEM0230,201448,6.0,1.8888888888888273
A01,PG04,SALESID0001,ITEM0230,201449,5.5,1.8888888888888273
A01,PG04,SALESID0001,ITEM0230,201450,1.0,1.9422222222221606
A01,PG04,SALESID0001,ITEM0230,201451,2.0,1.975555555555494
A01,PG04,SALESID0001,ITEM0230,201452,1.0,1.975555555555494
A01,PG04,SALESID0001,ITEM0230,201501,1.3333333333333333,2.0199999999999383
A01,PG04,SALESID0001,ITEM0230,201502,1.0,1.9977777777777164
A01,PG04,SALESID0001,ITEM0230,201503,1.0,1.9533333333332719
A01,PG04,SALESID0001,ITEM0230,201504,1.5,1.6199999999999384
A01,PG04,SALESID0001,ITEM0230,201505,1.8,1.3199999999999386
A01,PG04,SALESID0001,ITEM0230,201508,1.5,1.3199999999999386
A01,PG04,SALESID0001,ITEM0230,201509,1.0,1.253333333333272
A01,PG04,SALESID0001,ITEM0230,201510,1.6666666666666667,1.275555555555494
A01,PG04,SALESID0001,ITEM0230,201511,1.0,1.253333333333272
A01,PG04,SALESID0001,ITEM0230,201512,2.0,1.2866666666666051
A01,PG04,SALESID0001,ITEM0230,201513,1.0,1.3088888888888273
A01,PG04,SALESID0001,ITEM0230,201514,1.0,1.3422222222221607
A01,PG04,SALESID0001,ITEM0230,201516,1.0,1.355555555555494
A01,PG04,SALESID0001,ITEM0230,201517,1.0,1.4111111111110495
A01,PG04,SALESID0001,ITEM0230,201518,1.3333333333333333,1.5044444444443825
A01,PG04,SALESID0001,ITEM0230,201519,1.0,1.5266666666666047
A01,PG04,SALESID0001,ITEM0230,201521,1.5,1.759999999999938
A01,PG04,SALESID0001,ITEM0230,201522,1.3333333333333333,1.7711111111110494
A01,PG04,SALESID0001,ITEM0230,201523,2.0,1.9822222222221604
A01,PG04,SALESID0001,ITEM0231,201436,2.0,2.1955555555554938
A01,PG04,SALESID0001,ITEM0231,201437,2.3333333333333335,2.3022222222221607
A01,PG04,SALESID0001,ITEM0231,201438,2.4,3.657777777777716
A01,PG04,SALESID0001,ITEM0231,201439,2.0,6.402222222222161
A01,PG04,SALESID0001,ITEM0231,201440,4.5,8.624444444444382
A01,PG04,SALESID0001,ITEM0231,201441,2.1666666666666665,12.80222222222216
A01,PG04,SALESID0001,ITEM0231,201442,4.166666666666667,15.968888888888825
A01,PG04,SALESID0001,ITEM0231,201443,4.2,15.935555555555492
A01,PG04,SALESID0001,ITEM0231,201444,2.6,15.948888888888826
A01,PG04,SALESID0001,ITEM0231,201445,21.333333333333332,16.026666666666603
A01,PG04,SALESID0001,ITEM0231,201446,42.5,16.039999999999935
A01,PG04,SALESID0001,ITEM0231,201447,34.333333333333336,16.139999999999937
A01,PG04,SALESID0001,ITEM0231,201448,64.16666666666667,16.089999999999936
A01,PG04,SALESID0001,ITEM0231,201449,48.833333333333336,16.198888888888824
A01,PG04,SALESID0001,ITEM0231,201450,1.5,16.174444444444383
A01,PG04,SALESID0001,ITEM0231,201451,2.2,16.06111111111105
A01,PG04,SALESID0001,ITEM0231,201452,3.5,16.154444444444383
A01,PG04,SALESID0001,ITEM0231,201501,2.6,14.954444444444384
A01,PG04,SALESID0001,ITEM0231,201502,3.5,12.33222222222216
A01,PG04,SALESID0001,ITEM0231,201503,3.75,10.376666666666605
A01,PG04,SALESID0001,ITEM0231,201504,3.8,6.276666666666603
A01,PG04,SALESID0001,ITEM0231,201505,3.8,3.271111111111048
A01,PG04,SALESID0001,ITEM0231,201506,2.5,3.3444444444443815
A01,PG04,SALESID0001,ITEM0231,201507,4.0,3.4511111111110475
A01,PG04,SALESID0001,ITEM0231,201508,3.3333333333333335,3.3911111111110475
A01,PG04,SALESID0001,ITEM0231,201509,3.1666666666666665,3.3777777777777143
A01,PG04,SALESID0001,ITEM0231,201510,5.0,3.33333333333327
A01,PG04,SALESID0001,ITEM0231,201511,2.6666666666666665,3.3722222222221587
A01,PG04,SALESID0001,ITEM0231,201512,3.75,3.4255555555554924
A01,PG04,SALESID0001,ITEM0231,201513,2.6,3.349999999999937
A01,PG04,SALESID0001,ITEM0231,201514,3.8,3.4722222222221593
A01,PG04,SALESID0001,ITEM0231,201515,2.6,3.427777777777715
A01,PG04,SALESID0001,ITEM0231,201516,2.4,3.372222222222159
A01,PG04,SALESID0001,ITEM0231,201517,2.8333333333333335,3.338888888888826
A01,PG04,SALESID0001,ITEM0231,201518,4.333333333333333,3.1865079365078737
A01,PG04,SALESID0001,ITEM0231,201519,4.6,3.386507936507874
A01,PG04,SALESID0001,ITEM0231,201520,2.6666666666666665,3.547619047618985
A01,PG04,SALESID0001,ITEM0231,201521,4.333333333333333,3.8631746031745404
A01,PG04,SALESID0001,ITEM0231,201522,3.3333333333333335,3.9717460317459694
A01,PG04,SALESID0001,ITEM0231,201523,2.5,4.248412698412635
A01,PG04,SALESID0001,ITEM0231,201524,2.6666666666666665,4.466190476190413
A01,PG04,SALESID0001,ITEM0231,201525,2.7142857142857144,4.4773015873015245
A01,PG04,SALESID0001,ITEM0231,201526,5.666666666666667,4.468412698412636
A01,PG04,SALESID0001,ITEM0231,201527,6.166666666666667,4.439523809523748
A01,PG04,SALESID0001,ITEM0231,201528,7.333333333333333,4.581746031745969
A01,PG04,SALESID0001,ITEM0231,201529,5.428571428571429,4.448412698412636
A01,PG04,SALESID0001,ITEM0231,201530,6.75,4.540476190476128
A01,PG04,SALESID0001,ITEM0231,201531,5.666666666666667,4.7338095238094615
A01,PG04,SALESID0001,ITEM0231,201532,3.0,4.756031746031684
A01,PG04,SALESID0001,ITEM0231,201533,4.2,4.74174603174597
A01,PG04,SALESID0001,ITEM0231,201534,4.166666666666667,4.447301587301525
A01,PG04,SALESID0001,ITEM0231,201535,4.8,4.769523809523747
A01,PG04,SALESID0001,ITEM0231,201536,2.3333333333333335,4.513968253968192
A01,PG04,SALESID0001,ITEM0231,201537,4.714285714285714,4.240952380952319
A01,PG04,SALESID0001,ITEM0231,201538,5.4,3.9509523809523186
A01,PG04,SALESID0001,ITEM0231,201539,3.0,3.917619047618986
A01,PG04,SALESID0001,ITEM0231,201540,2.5,3.9842857142856527
A01,PG04,SALESID0001,ITEM0231,201541,1.25,4.250952380952318
A01,PG04,SALESID0001,ITEM0231,201542,11.0,4.517619047618985
A01,PG04,SALESID0001,ITEM0231,201543,3.5,4.544285714285652
A01,PG04,SALESID0001,ITEM0231,201544,1.3333333333333333,4.666507936507875
A01,PG04,SALESID0001,ITEM0231,201545,2.4,4.635555555555495
A01,PG04,SALESID0001,ITEM0231,201546,5.166666666666667,4.622222222222161
A01,PG04,SALESID0001,ITEM0231,201547,4.0,4.688888888888828
A01,PG04,SALESID0001,ITEM0231,201548,8.2,4.775555555555495
A01,PG04,SALESID0001,ITEM0231,201549,8.166666666666666,4.852222222222162
A01,PG04,SALESID0001,ITEM0231,201550,5.2,4.435555555555495
A01,PG04,SALESID0001,ITEM0231,201551,4.166666666666667,4.482222222222162
A01,PG04,SALESID0001,ITEM0231,201552,4.25,4.576666666666607
A01,PG04,SALESID0001,ITEM0231,201553,5.2,4.603333333333272
A01,PG04,SALESID0001,ITEM0231,201601,4.0,4.498888888888827
A01,PG04,SALESID0001,ITEM0231,201602,3.8,4.352222222222161
A01,PG04,SALESID0001,ITEM0231,201603,2.4,4.058888888888827
A01,PG04,SALESID0001,ITEM0231,201604,4.75,3.727777777777716
A01,PG04,SALESID0001,ITEM0231,201605,4.2,3.6344444444443824
A01,PG04,SALESID0001,ITEM0231,201606,2.75,3.478888888888827
A01,PG04,SALESID0001,ITEM0231,201607,2.8,3.478888888888827
A01,PG04,SALESID0001,ITEM0231,201608,3.6,3.358888888888827
A01,PG04,SALESID0001,ITEM0231,201609,1.8,3.41222222222216
A01,PG04,SALESID0001,ITEM0231,201610,3.8,3.4788888888888265
A01,PG04,SALESID0001,ITEM0231,201611,3.2,3.53222222222216
A01,PG04,SALESID0001,ITEM0231,201612,3.8,3.4488888888888267
A01,PG04,SALESID0001,ITEM0231,201613,1.8333333333333333,3.4855555555554933
A01,PG04,SALESID0001,ITEM0231,201614,4.25,3.50222222222216
A01,PG04,SALESID0001,ITEM0231,201615,3.4,3.6355555555554933
A01,PG04,SALESID0001,ITEM0231,201616,4.8,3.6755555555554933
A01,PG04,SALESID0001,ITEM0231,201617,4.8,3.6722222222221603
A01,PG04,SALESID0001,ITEM0231,201618,3.2,3.9411111111110495
A01,PG04,SALESID0001,ITEM0231,201619,3.5,4.383333333333272
A01,PG04,SALESID0001,ITEM0231,201620,4.75,5.04111111111105
A01,PG04,SALESID0001,ITEM0231,201621,3.0,5.018888888888828
A01,PG04,SALESID0001,ITEM0231,201622,4.8,4.802222222222161
A01,PG04,SALESID0001,ITEM0231,201623,4.2,4.642222222222161
A01,PG04,SALESID0001,ITEM0231,201624,1.75,4.388888888888828
A01,PG04,SALESID0001,ITEM0231,201625,7.833333333333333,4.135555555555495
A01,PG04,SALESID0001,ITEM0231,201626,9.833333333333334,3.988888888888828
A01,PG04,SALESID0001,ITEM0231,201627,13.666666666666666,3.855555555555495
A01,PG04,SALESID0001,ITEM0232,201436,1.5,3.627777777777717
A01,PG04,SALESID0001,ITEM0232,201437,1.0,3.4944444444443836
A01,PG04,SALESID0001,ITEM0232,201438,1.0,3.6077777777777174
A01,PG04,SALESID0001,ITEM0232,201439,1.0,3.783333333333273
A01,PG04,SALESID0001,ITEM0232,201440,1.0,4.077777777777717
A01,PG04,SALESID0001,ITEM0232,201441,1.0,4.399999999999939
A01,PG04,SALESID0001,ITEM0232,201442,1.5,4.266666666666605
A01,PG04,SALESID0001,ITEM0232,201443,1.3333333333333333,3.4666666666666055
A01,PG04,SALESID0001,ITEM0232,201444,1.0,3.4666666666666055
A01,PG04,SALESID0001,ITEM0232,201445,6.5,3.4666666666666055
A01,PG04,SALESID0001,ITEM0232,201446,6.833333333333333,3.5666666666666056
A01,PG04,SALESID0001,ITEM0232,201447,6.166666666666667,3.633333333333272
A01,PG04,SALESID0001,ITEM0232,201448,12.666666666666666,3.633333333333272
A01,PG04,SALESID0001,ITEM0232,201449,7.833333333333333,3.6666666666666057
A01,PG04,SALESID0001,ITEM0232,201450,1.6666666666666667,3.649999999999939
A01,PG04,SALESID0001,ITEM0232,201451,1.5,3.6277777777777165
A01,PG04,SALESID0001,ITEM0232,201452,1.0,3.6944444444443834
A01,PG04,SALESID0001,ITEM0232,201501,2.5,3.46111111111105
A01,PG04,SALESID0001,ITEM0232,201502,2.0,3.0944444444443833
A01,PG04,SALESID0001,ITEM0232,201503,1.0,2.86111111111105
A01,PG04,SALESID0001,ITEM0232,201504,1.5,2.083333333333272
A01,PG04,SALESID0001,ITEM0232,201505,1.25,1.76111111111105
A01,PG04,SALESID0001,ITEM0232,201506,1.0,1.7833333333332722
A01,PG04,SALESID0001,ITEM0232,201507,2.0,1.749999999999939
A01,PG04,SALESID0001,ITEM0232,201508,3.0,1.8166666666666056
A01,PG04,SALESID0001,ITEM0232,201509,1.3333333333333333,1.7833333333332722
A01,PG04,SALESID0001,ITEM0232,201510,2.6666666666666665,1.799999999999939
A01,PG04,SALESID0001,ITEM0232,201511,1.0,1.799999999999939
A01,PG04,SALESID0001,ITEM0232,201512,3.0,1.7888888888888277
A01,PG04,SALESID0001,ITEM0232,201513,2.0,1.772222222222161
A01,PG04,SALESID0001,ITEM0232,201514,1.0,1.8166666666666056
A01,PG04,SALESID0001,ITEM0232,201515,2.0,1.7833333333332722
A01,PG04,SALESID0001,ITEM0232,201516,2.0,1.6499999999999388
A01,PG04,SALESID0001,ITEM0232,201518,2.25,1.6499999999999388
A01,PG04,SALESID0001,ITEM0232,201519,1.0,1.5788888888888277
A01,PG04,SALESID0001,ITEM0232,201520,1.3333333333333333,1.6122222222221612
A01,PG04,SALESID0001,ITEM0232,201521,1.0,1.5588888888888277
A01,PG04,SALESID0001,ITEM0232,201522,1.6666666666666667,1.6088888888888278
A01,PG04,SALESID0001,ITEM0232,201523,1.5,1.622222222222161
A01,PG04,SALESID0001,ITEM0232,201524,1.0,1.582222222222161
A01,PG04,SALESID0001,ITEM0232,201525,1.3333333333333333,1.582222222222161
A01,PG04,SALESID0001,ITEM0232,201526,1.6,1.4988888888888277
A01,PG04,SALESID0001,ITEM0232,201527,1.5,1.5488888888888277
A01,PG04,SALESID0001,ITEM0232,201528,2.2,1.5599999999999388
A01,PG04,SALESID0001,ITEM0232,201529,2.75,1.582222222222161
A01,PG04,SALESID0001,ITEM0232,201530,1.2,1.5377777777777164
A01,PG04,SALESID0001,ITEM0232,201531,1.4,1.5044444444443832
A01,PG04,SALESID0001,ITEM0232,201532,2.0,1.5711111111110498
A01,PG04,SALESID0001,ITEM0232,201535,1.0,1.6488888888888276
A01,PG04,SALESID0001,ITEM0232,201536,1.75,1.6755555555554942
A01,PG04,SALESID0001,ITEM0232,201537,1.5,1.6422222222221607
A01,PG04,SALESID0001,ITEM0232,201538,1.3333333333333333,1.562222222222161
A01,PG04,SALESID0001,ITEM0232,201539,1.0,1.5122222222221609
A01,PG04,SALESID0001,ITEM0232,201540,1.0,1.4988888888888277
A01,PG04,SALESID0001,ITEM0232,201541,2.0,1.5555555555554943
A01,PG04,SALESID0001,ITEM0232,201542,2.5,1.5333333333332722
A01,PG04,SALESID0001,ITEM0232,201543,2.0,1.549999999999939
A01,PG04,SALESID0001,ITEM0232,201544,1.0,1.499999999999939
A01,PG04,SALESID0001,ITEM0232,201545,1.0,1.4666666666666055
A01,PG04,SALESID0001,ITEM0232,201546,2.0,1.4611111111110502
A01,PG04,SALESID0001,ITEM0232,201547,1.0,1.4611111111110502
A01,PG04,SALESID0001,ITEM0232,201548,2.25,1.4611111111110502
A01,PG04,SALESID0001,ITEM0232,201549,1.6666666666666667,1.3944444444443833
A01,PG04,SALESID0001,ITEM0232,201550,1.25,1.2944444444443834
A01,PG04,SALESID0001,ITEM0232,201551,1.0,1.26111111111105
A01,PG04,SALESID0001,ITEM0232,201552,1.0,1.26111111111105
A01,PG04,SALESID0001,ITEM0232,201553,1.25,1.3055555555554945
A01,PG04,SALESID0001,ITEM0232,201601,1.0,1.3055555555554945
A01,PG04,SALESID0001,ITEM0232,201602,1.0,1.338888888888828
A01,PG04,SALESID0001,ITEM0232,201603,1.0,1.3222222222221613
A01,PG04,SALESID0001,ITEM0232,201604,1.0,1.2944444444443834
A01,PG04,SALESID0001,ITEM0232,201605,1.5,1.2777777777777168
A01,PG04,SALESID0001,ITEM0232,201607,1.0,1.299999999999939
A01,PG04,SALESID0001,ITEM0232,201608,1.6666666666666667,1.4333333333332723
A01,PG04,SALESID0001,ITEM0232,201609,2.0,1.4833333333332723
A01,PG04,SALESID0001,ITEM0232,201611,1.5,1.499999999999939
A01,PG04,SALESID0001,ITEM0232,201612,2.0,1.5166666666666055
A01,PG04,SALESID0001,ITEM0232,201613,1.25,1.5833333333332722
A01,PG04,SALESID0001,ITEM0232,201614,1.0,1.6166666666666056
A01,PG04,SALESID0001,ITEM0232,201615,1.3333333333333333,1.5833333333332722
A01,PG04,SALESID0001,ITEM0232,201616,3.0,1.6055555555554943
